"","x"
"824","ENSG00000115825"
"825","ENSG00000188486"
"826","ENSG00000109919"
"827","ENSG00000106554"
"828","ENSG00000205302"
"829","ENSG00000114554"
"830","ENSG00000160818"
"831","ENSG00000143179"
"832","ENSG00000136295"
"833","ENSG00000181026"
"834","ENSG00000272674"
"835","ENSG00000158292"
"836","ENSG00000198176"
"837","ENSG00000172819"
"838","ENSG00000157617"
"839","ENSG00000204104"
"840","ENSG00000120948"
"841","ENSG00000159921"
"842","ENSG00000113575"
"843","ENSG00000166226"
"844","ENSG00000198034"
"845","ENSG00000111364"
"846","ENSG00000157800"
"847","ENSG00000127837"
"848","ENSG00000114686"
"849","ENSG00000175334"
"850","ENSG00000131669"
"851","ENSG00000187243"
"852","ENSG00000133275"
"853","ENSG00000109790"
"854","ENSG00000145912"
"855","ENSG00000165271"
"856","ENSG00000110880"
"857","ENSG00000180834"
"858","ENSG00000174437"
"859","ENSG00000102007"
"860","ENSG00000214160"
"861","ENSG00000067704"
"862","ENSG00000132031"
"863","ENSG00000158623"
"864","ENSG00000198929"
"865","ENSG00000151176"
"866","ENSG00000126391"
"867","ENSG00000179195"
"868","ENSG00000186919"
"869","ENSG00000144867"
"870","ENSG00000131153"
"871","ENSG00000073792"
"872","ENSG00000148180"
"873","ENSG00000198900"
"874","ENSG00000185883"
"875","ENSG00000101220"
"876","ENSG00000054277"
"877","ENSG00000103111"
"878","ENSG00000103034"
"879","ENSG00000196961"
"880","ENSG00000173638"
"881","ENSG00000132819"
"882","ENSG00000176340"
"883","ENSG00000078140"
"884","ENSG00000196141"
"885","ENSG00000226085"
"886","ENSG00000130402"
"887","ENSG00000065135"
"888","ENSG00000174695"
"889","ENSG00000198805"
"890","ENSG00000138050"
"891","ENSG00000065978"
"892","ENSG00000079819"
"893","ENSG00000167757"
"894","ENSG00000159363"
"895","ENSG00000147955"
"896","ENSG00000071539"
"897","ENSG00000014164"
"898","ENSG00000182575"
"899","ENSG00000116337"
"900","ENSG00000133318"
"901","ENSG00000106009"
"902","ENSG00000152229"
"903","ENSG00000167136"
"904","ENSG00000102034"
"905","ENSG00000158417"
"906","ENSG00000187741"
"907","ENSG00000171262"
"908","ENSG00000111339"
"909","ENSG00000214706"
"910","ENSG00000186076"
"911","ENSG00000064547"
"912","ENSG00000179115"
"913","ENSG00000173039"
