"","x"
"2967","ENST00000620260"
"2968","ENST00000597995"
"2969","ENST00000546898"
"2970","ENST00000380900"
"2971","ENST00000371658"
"2972","ENST00000624761"
"2973","ENST00000434555"
"2974","ENST00000561142"
"2975","ENST00000341426"
"2976","ENST00000375391"
"2977","ENST00000599612"
"2978","ENST00000379454"
"2979","ENST00000614817"
"2980","ENST00000369797"
"2981","ENST00000530767"
"2982","ENST00000590624"
"2983","ENST00000394426"
"2984","ENST00000344034"
"2985","ENST00000604348"
"2986","ENST00000222005"
"2987","ENST00000597270"
"2988","ENST00000415762"
"2989","ENST00000306121"
"2990","ENST00000573944"
"2991","ENST00000300026"
"2992","ENST00000302787"
"2993","ENST00000521459"
"2994","ENST00000548674"
"2995","ENST00000398873"
"2996","ENST00000413644"
"2997","ENST00000620185"
"2998","ENST00000277540"
"2999","ENST00000395734"
"3000","ENST00000512673"
"3001","ENST00000514093"
"3002","ENST00000570380"
"3003","ENST00000435971"
"3004","ENST00000400908"
"3005","ENST00000562986"
"3006","ENST00000480613"
"3007","ENST00000448281"
"3008","ENST00000572365"
"3009","ENST00000575639"
"3010","ENST00000494862"
"3011","ENST00000373632"
"3012","ENST00000444766"
"3013","ENST00000547997"
"3014","ENST00000529548"
"3015","ENST00000318948"
"3016","ENST00000254940"
"3017","ENST00000485527"
"3018","ENST00000313386"
"3019","ENST00000311227"
"3020","ENST00000596311"
"3021","ENST00000250894"
"3022","ENST00000542973"
"3023","ENST00000594001"
"3024","ENST00000478641"
"3025","ENST00000510934"
"3026","ENST00000576573"
"3027","ENST00000436380"
"3028","ENST00000273550"
"3029","ENST00000299238"
"3030","ENST00000265346"
"3031","ENST00000568008"
"3032","ENST00000438237"
"3033","ENST00000448312"
"3034","ENST00000487284"
"3035","ENST00000395814"
"3036","ENST00000470299"
"3037","ENST00000374541"
"3038","ENST00000286201"
"3039","ENST00000422614"
"3040","ENST00000436336"
"3041","ENST00000401950"
"3042","ENST00000398020"
"3043","ENST00000250974"
"3044","ENST00000495670"
"3045","ENST00000406208"
"3046","ENST00000399298"
"3047","ENST00000549370"
"3048","ENST00000447146"
"3049","ENST00000318364"
"3050","ENST00000330947"
"3051","ENST00000353341"
"3052","ENST00000546361"
"3053","ENST00000514708"
"3054","ENST00000460225"
"3055","ENST00000302190"
"3056","ENST00000569904"
"3057","ENST00000369816"
"3058","ENST00000400521"
"3059","ENST00000420643"
"3060","ENST00000405487"
"3061","ENST00000572392"
"3062","ENST00000381486"
"3063","ENST00000527211"
"3064","ENST00000414390"
"3065","ENST00000521933"
"3066","ENST00000407029"
"3067","ENST00000586375"
"3068","ENST00000556483"
"3069","ENST00000368961"
"3070","ENST00000538084"
"3071","ENST00000331923"
"3072","ENST00000463518"
"3073","ENST00000352319"
"3074","ENST00000346530"
"3075","ENST00000521545"
"3076","ENST00000555002"
"3077","ENST00000584617"
"3078","ENST00000479004"
"3079","ENST00000628011"
"3080","ENST00000419036"
"3081","ENST00000571011"
"3082","ENST00000632414"
"3083","ENST00000294168"
"3084","ENST00000468824"
"3085","ENST00000430190"
"3086","ENST00000565425"
"3087","ENST00000611176"
"3088","ENST00000257262"
"3089","ENST00000340729"
"3090","ENST00000462432"
"3091","ENST00000510329"
"3092","ENST00000345356"
"3093","ENST00000518455"
"3094","ENST00000579456"
"3095","ENST00000360240"
"3096","ENST00000190983"
"3097","ENST00000489459"
"3098","ENST00000455168"
"3099","ENST00000196371"
"3100","ENST00000523539"
"3101","ENST00000585956"
"3102","ENST00000498023"
"3103","ENST00000509586"
"3104","ENST00000394553"
"3105","ENST00000537233"
"3106","ENST00000349048"
"3107","ENST00000480700"
"3108","ENST00000292644"
"3109","ENST00000562118"
"3110","ENST00000589537"
"3111","ENST00000381519"
"3112","ENST00000613183"
"3113","ENST00000418559"
"3114","ENST00000523912"
"3115","ENST00000556319"
"3116","ENST00000367495"
"3117","ENST00000464850"
"3118","ENST00000288439"
"3119","ENST00000304101"
"3120","ENST00000267918"
"3121","ENST00000299705"
"3122","ENST00000179259"
"3123","ENST00000262460"
"3124","ENST00000488977"
"3125","ENST00000472057"
"3126","ENST00000536606"
"3127","ENST00000424485"
"3128","ENST00000617870"
"3129","ENST00000568077"
"3130","ENST00000473387"
"3131","ENST00000450367"
"3132","ENST00000373983"
"3133","ENST00000580055"
"3134","ENST00000556968"
"3135","ENST00000413849"
"3136","ENST00000391881"
"3137","ENST00000503552"
"3138","ENST00000334136"
"3139","ENST00000537776"
"3140","ENST00000496718"
"3141","ENST00000336470"
"3142","ENST00000402799"
"3143","ENST00000557612"
"3144","ENST00000533725"
"3145","ENST00000431628"
"3146","ENST00000525048"
"3147","ENST00000467736"
"3148","ENST00000246194"
"3149","ENST00000585835"
"3150","ENST00000413765"
"3151","ENST00000539261"
"3152","ENST00000477939"
"3153","ENST00000579889"
"3154","ENST00000369660"
"3155","ENST00000522599"
"3156","ENST00000529473"
"3157","ENST00000263657"
"3158","ENST00000539854"
"3159","ENST00000407112"
"3160","ENST00000202773"
"3161","ENST00000504730"
"3162","ENST00000618215"
"3163","ENST00000620910"
"3164","ENST00000446295"
"3165","ENST00000578558"
"3166","ENST00000235329"
"3167","ENST00000409746"
"3168","ENST00000566464"
"3169","ENST00000471122"
"3170","ENST00000337743"
"3171","ENST00000266744"
"3172","ENST00000463031"
"3173","ENST00000588934"
"3174","ENST00000586171"
"3175","ENST00000601216"
"3176","ENST00000532986"
"3177","ENST00000391844"
"3178","ENST00000409000"
"3179","ENST00000367242"
"3180","ENST00000540981"
"3181","ENST00000282344"
"3182","ENST00000257261"
"3183","ENST00000381801"
"3184","ENST00000328273"
"3185","ENST00000393190"
"3186","ENST00000246024"
"3187","ENST00000394083"
"3188","ENST00000628669"
"3189","ENST00000547609"
"3190","ENST00000164227"
"3191","ENST00000373247"
"3192","ENST00000461472"
"3193","ENST00000560877"
"3194","ENST00000258200"
"3195","ENST00000348911"
"3196","ENST00000618852"
"3197","ENST00000620176"
"3198","ENST00000441914"
"3199","ENST00000243563"
"3200","ENST00000267169"
"3201","ENST00000598732"
"3202","ENST00000588393"
"3203","ENST00000586027"
"3204","ENST00000502558"
"3205","ENST00000372208"
"3206","ENST00000271452"
"3207","ENST00000598681"
"3208","ENST00000378045"
"3209","ENST00000474079"
"3210","ENST00000350021"
"3211","ENST00000531289"
"3212","ENST00000342294"
"3213","ENST00000303921"
"3214","ENST00000249005"
"3215","ENST00000448782"
"3216","ENST00000562285"
"3217","ENST00000527549"
"3218","ENST00000395706"
"3219","ENST00000298552"
"3220","ENST00000409115"
"3221","ENST00000236017"
"3222","ENST00000625176"
"3223","ENST00000513307"
"3224","ENST00000577485"
"3225","ENST00000415192"
"3226","ENST00000600615"
"3227","ENST00000469684"
"3228","ENST00000398753"
"3229","ENST00000308127"
"3230","ENST00000421656"
"3231","ENST00000593992"
"3232","ENST00000632796"
"3233","ENST00000525492"
"3234","ENST00000368822"
"3235","ENST00000432855"
"3236","ENST00000397885"
"3237","ENST00000473758"
"3238","ENST00000428832"
"3239","ENST00000255641"
"3240","ENST00000352904"
"3241","ENST00000489200"
"3242","ENST00000615291"
"3243","ENST00000396075"
"3244","ENST00000371663"
"3245","ENST00000627865"
"3246","ENST00000567078"
"3247","ENST00000587843"
"3248","ENST00000397416"
"3249","ENST00000620195"
"3250","ENST00000303622"
"3251","ENST00000591863"
"3252","ENST00000245934"
"3253","ENST00000509632"
"3254","ENST00000447267"
"3255","ENST00000560466"
"3256","ENST00000264031"
"3257","ENST00000473706"
"3258","ENST00000448828"
"3259","ENST00000246635"
"3260","ENST00000530142"
"3261","ENST00000484348"
"3262","ENST00000358372"
"3263","ENST00000246151"
"3264","ENST00000356447"
"3265","ENST00000619833"
"3266","ENST00000344528"
"3267","ENST00000348035"
"3268","ENST00000374379"
"3269","ENST00000521632"
"3270","ENST00000588409"
"3271","ENST00000442987"
"3272","ENST00000361778"
"3273","ENST00000361771"
"3274","ENST00000461665"
"3275","ENST00000553064"
"3276","ENST00000368021"
"3277","ENST00000369002"
"3278","ENST00000373904"
"3279","ENST00000322060"
"3280","ENST00000469376"
"3281","ENST00000519776"
"3282","ENST00000565514"
"3283","ENST00000412036"
"3284","ENST00000470543"
"3285","ENST00000616526"
"3286","ENST00000341012"
"3287","ENST00000565624"
"3288","ENST00000541364"
"3289","ENST00000522309"
"3290","ENST00000497968"
"3291","ENST00000478124"
"3292","ENST00000381483"
"3293","ENST00000609684"
"3294","ENST00000399878"
"3295","ENST00000546485"
"3296","ENST00000546720"
"3297","ENST00000391781"
"3298","ENST00000527058"
"3299","ENST00000528355"
"3300","ENST00000506469"
"3301","ENST00000251808"
"3302","ENST00000245185"
"3303","ENST00000035307"
"3304","ENST00000551772"
"3305","ENST00000593104"
"3306","ENST00000541352"
"3307","ENST00000532935"
"3308","ENST00000296674"
"3309","ENST00000462951"
"3310","ENST00000590206"
"3311","ENST00000619253"
"3312","ENST00000621401"
"3313","ENST00000623153"
"3314","ENST00000527711"
"3315","ENST00000528057"
"3316","ENST00000262713"
"3317","ENST00000371712"
"3318","ENST00000312087"
"3319","ENST00000547182"
"3320","ENST00000444840"
"3321","ENST00000558123"
"3322","ENST00000613089"
"3323","ENST00000585557"
"3324","ENST00000267569"
"3325","ENST00000568065"
"3326","ENST00000298573"
"3327","ENST00000572932"
"3328","ENST00000510217"
"3329","ENST00000359511"
"3330","ENST00000007699"
"3331","ENST00000510678"
"3332","ENST00000479445"
"3333","ENST00000452765"
"3334","ENST00000415759"
"3335","ENST00000369509"
"3336","ENST00000495015"
"3337","ENST00000449864"
"3338","ENST00000340850"
"3339","ENST00000565809"
"3340","ENST00000221566"
"3341","ENST00000568956"
"3342","ENST00000335325"
"3343","ENST00000518937"
"3344","ENST00000591660"
"3345","ENST00000495401"
"3346","ENST00000302262"
"3347","ENST00000273048"
"3348","ENST00000572882"
"3349","ENST00000621244"
"3350","ENST00000526317"
"3351","ENST00000582195"
"3352","ENST00000371691"
"3353","ENST00000264144"
"3354","ENST00000575014"
"3355","ENST00000478640"
"3356","ENST00000425690"
"3357","ENST00000454559"
"3358","ENST00000272163"
"3359","ENST00000378344"
"3360","ENST00000589183"
"3361","ENST00000449323"
"3362","ENST00000460483"
"3363","ENST00000470868"
"3364","ENST00000585663"
"3365","ENST00000396802"
"3366","ENST00000463229"
"3367","ENST00000564202"
"3368","ENST00000557702"
"3369","ENST00000566774"
"3370","ENST00000260743"
"3371","ENST00000372969"
"3372","ENST00000586445"
"3373","ENST00000558233"
"3374","ENST00000527741"
"3375","ENST00000477403"
"3376","ENST00000417647"
"3377","ENST00000601319"
"3378","ENST00000372546"
"3379","ENST00000513069"
"3380","ENST00000340107"
"3381","ENST00000509294"
"3382","ENST00000359232"
"3383","ENST00000629232"
"3384","ENST00000434372"
"3385","ENST00000268171"
"3386","ENST00000528097"
"3387","ENST00000547501"
"3388","ENST00000542015"
"3389","ENST00000277537"
"3390","ENST00000491523"
"3391","ENST00000453975"
"3392","ENST00000436547"
"3393","ENST00000486633"
"3394","ENST00000318988"
"3395","ENST00000376755"
"3396","ENST00000519606"
"3397","ENST00000470875"
"3398","ENST00000466311"
"3399","ENST00000357901"
"3400","ENST00000585427"
"3401","ENST00000381140"
"3402","ENST00000358794"
"3403","ENST00000355443"
"3404","ENST00000591509"
"3405","ENST00000403477"
"3406","ENST00000419142"
"3407","ENST00000439791"
"3408","ENST00000465376"
"3409","ENST00000510173"
"3410","ENST00000370921"
"3411","ENST00000252816"
"3412","ENST00000480513"
"3413","ENST00000223023"
"3414","ENST00000317734"
"3415","ENST00000631728"
"3416","ENST00000570053"
"3417","ENST00000275364"
"3418","ENST00000543229"
"3419","ENST00000466377"
"3420","ENST00000425673"
"3421","ENST00000372458"
"3422","ENST00000578351"
"3423","ENST00000584444"
"3424","ENST00000556045"
"3425","ENST00000357066"
"3426","ENST00000249042"
"3427","ENST00000503594"
"3428","ENST00000298260"
"3429","ENST00000517642"
"3430","ENST00000596802"
"3431","ENST00000538489"
"3432","ENST00000310775"
"3433","ENST00000542050"
"3434","ENST00000358823"
"3435","ENST00000382240"
"3436","ENST00000497671"
"3437","ENST00000389044"
"3438","ENST00000332118"
"3439","ENST00000481210"
"3440","ENST00000465904"
"3441","ENST00000372645"
"3442","ENST00000538744"
"3443","ENST00000479056"
"3444","ENST00000421491"
"3445","ENST00000547257"
"3446","ENST00000435909"
"3447","ENST00000528774"
"3448","ENST00000374255"
"3449","ENST00000518910"
"3450","ENST00000257857"
"3451","ENST00000563637"
"3452","ENST00000475080"
"3453","ENST00000557016"
"3454","ENST00000369638"
"3455","ENST00000373489"
"3456","ENST00000395743"
"3457","ENST00000297183"
"3458","ENST00000304301"
"3459","ENST00000584880"
"3460","ENST00000258362"
"3461","ENST00000630263"
"3462","ENST00000592790"
"3463","ENST00000450372"
"3464","ENST00000565004"
"3465","ENST00000252854"
"3466","ENST00000614355"
"3467","ENST00000457406"
"3468","ENST00000355415"
"3469","ENST00000593801"
"3470","ENST00000518466"
"3471","ENST00000609477"
"3472","ENST00000329399"
"3473","ENST00000427174"
"3474","ENST00000480207"
"3475","ENST00000506193"
"3476","ENST00000253107"
"3477","ENST00000491736"
"3478","ENST00000426123"
"3479","ENST00000613179"
"3480","ENST00000525076"
"3481","ENST00000442157"
"3482","ENST00000476464"
"3483","ENST00000480835"
"3484","ENST00000394066"
"3485","ENST00000393648"
"3486","ENST00000602911"
"3487","ENST00000409935"
"3488","ENST00000344770"
"3489","ENST00000560245"
"3490","ENST00000474117"
"3491","ENST00000290299"
"3492","ENST00000470710"
"3493","ENST00000503889"
"3494","ENST00000548944"
"3495","ENST00000470581"
"3496","ENST00000574333"
"3497","ENST00000362031"
"3498","ENST00000546845"
"3499","ENST00000425675"
"3500","ENST00000549712"
"3501","ENST00000461421"
"3502","ENST00000264107"
"3503","ENST00000514127"
"3504","ENST00000526188"
"3505","ENST00000467236"
"3506","ENST00000538129"
"3507","ENST00000371894"
"3508","ENST00000457312"
"3509","ENST00000539756"
"3510","ENST00000276533"
"3511","ENST00000526300"
"3512","ENST00000622831"
"3513","ENST00000469538"
"3514","ENST00000539846"
"3515","ENST00000594443"
"3516","ENST00000538291"
"3517","ENST00000505662"
"3518","ENST00000325464"
"3519","ENST00000262722"
"3520","ENST00000313655"
"3521","ENST00000539084"
"3522","ENST00000566250"
"3523","ENST00000448841"
"3524","ENST00000421717"
"3525","ENST00000345739"
"3526","ENST00000315456"
"3527","ENST00000358752"
"3528","ENST00000589106"
"3529","ENST00000548847"
"3530","ENST00000537340"
"3531","ENST00000620139"
"3532","ENST00000484872"
"3533","ENST00000519961"
"3534","ENST00000367196"
"3535","ENST00000483409"
"3536","ENST00000468764"
"3537","ENST00000505984"
"3538","ENST00000436648"
"3539","ENST00000494967"
"3540","ENST00000520796"
"3541","ENST00000553368"
"3542","ENST00000354179"
"3543","ENST00000487646"
"3544","ENST00000263239"
"3545","ENST00000313368"
"3546","ENST00000481549"
"3547","ENST00000418277"
"3548","ENST00000526971"
"3549","ENST00000344785"
"3550","ENST00000311936"
"3551","ENST00000404366"
"3552","ENST00000357028"
"3553","ENST00000520168"
"3554","ENST00000374612"
"3555","ENST00000332220"
"3556","ENST00000570462"
"3557","ENST00000403432"
"3558","ENST00000525283"
"3559","ENST00000308961"
"3560","ENST00000346183"
"3561","ENST00000620895"
"3562","ENST00000398831"
"3563","ENST00000508934"
"3564","ENST00000615331"
"3565","ENST00000221486"
"3566","ENST00000319018"
"3567","ENST00000475799"
"3568","ENST00000540568"
"3569","ENST00000479948"
"3570","ENST00000585976"
"3571","ENST00000556769"
"3572","ENST00000522010"
"3573","ENST00000413951"
"3574","ENST00000503932"
"3575","ENST00000427172"
"3576","ENST00000604507"
"3577","ENST00000347941"
"3578","ENST00000569118"
"3579","ENST00000475348"
"3580","ENST00000485252"
"3581","ENST00000541944"
"3582","ENST00000366553"
"3583","ENST00000523293"
"3584","ENST00000343242"
"3585","ENST00000260810"
"3586","ENST00000450538"
"3587","ENST00000593892"
"3588","ENST00000367178"
"3589","ENST00000617677"
"3590","ENST00000358075"
"3591","ENST00000313104"
"3592","ENST00000629269"
"3593","ENST00000506959"
"3594","ENST00000379312"
"3595","ENST00000361383"
"3596","ENST00000521163"
"3597","ENST00000254816"
"3598","ENST00000629650"
"3599","ENST00000310513"
"3600","ENST00000579387"
"3601","ENST00000458173"
"3602","ENST00000477757"
"3603","ENST00000470029"
"3604","ENST00000588688"
"3605","ENST00000461349"
"3606","ENST00000264441"
"3607","ENST00000552087"
"3608","ENST00000539711"
"3609","ENST00000589503"
"3610","ENST00000589978"
"3611","ENST00000442934"
"3612","ENST00000545484"
"3613","ENST00000436792"
"3614","ENST00000556866"
"3615","ENST00000613693"
"3616","ENST00000326266"
"3617","ENST00000261534"
"3618","ENST00000469762"
"3619","ENST00000519106"
"3620","ENST00000632555"
"3621","ENST00000381588"
"3622","ENST00000522899"
"3623","ENST00000312405"
"3624","ENST00000592514"
"3625","ENST00000594051"
"3626","ENST00000231948"
"3627","ENST00000470136"
"3628","ENST00000455689"
"3629","ENST00000515790"
"3630","ENST00000350608"
"3631","ENST00000409500"
"3632","ENST00000599785"
"3633","ENST00000368285"
"3634","ENST00000531029"
"3635","ENST00000244711"
"3636","ENST00000540387"
"3637","ENST00000506649"
"3638","ENST00000478020"
"3639","ENST00000415548"
"3640","ENST00000553083"
"3641","ENST00000569462"
"3642","ENST00000489544"
"3643","ENST00000370455"
"3644","ENST00000415100"
"3645","ENST00000518447"
"3646","ENST00000394152"
"3647","ENST00000482415"
"3648","ENST00000417295"
"3649","ENST00000381913"
"3650","ENST00000429751"
"3651","ENST00000400929"
"3652","ENST00000419752"
"3653","ENST00000493672"
"3654","ENST00000304032"
"3655","ENST00000370032"
"3656","ENST00000368299"
"3657","ENST00000216029"
"3658","ENST00000375894"
"3659","ENST00000444305"
"3660","ENST00000354911"
"3661","ENST00000560786"
"3662","ENST00000634214"
"3663","ENST00000545553"
"3664","ENST00000368286"
"3665","ENST00000540468"
"3666","ENST00000470985"
"3667","ENST00000512088"
"3668","ENST00000382611"
"3669","ENST00000559275"
"3670","ENST00000571368"
"3671","ENST00000599680"
"3672","ENST00000259667"
"3673","ENST00000288078"
"3674","ENST00000493364"
"3675","ENST00000393099"
"3676","ENST00000393773"
"3677","ENST00000431640"
"3678","ENST00000403299"
"3679","ENST00000584340"
"3680","ENST00000461320"
"3681","ENST00000244007"
"3682","ENST00000563597"
"3683","ENST00000418097"
"3684","ENST00000370645"
"3685","ENST00000412806"
"3686","ENST00000439916"
"3687","ENST00000260795"
"3688","ENST00000474442"
"3689","ENST00000222800"
"3690","ENST00000293860"
"3691","ENST00000425118"
"3692","ENST00000355238"
"3693","ENST00000509676"
"3694","ENST00000429040"
"3695","ENST00000494297"
"3696","ENST00000588649"
"3697","ENST00000242783"
"3698","ENST00000548044"
"3699","ENST00000306090"
"3700","ENST00000616966"
"3701","ENST00000239026"
"3702","ENST00000266077"
"3703","ENST00000280481"
"3704","ENST00000605788"
"3705","ENST00000511118"
"3706","ENST00000397239"
"3707","ENST00000416123"
"3708","ENST00000554539"
"3709","ENST00000396859"
"3710","ENST00000631706"
"3711","ENST00000470722"
"3712","ENST00000532461"
"3713","ENST00000393728"
"3714","ENST00000621737"
"3715","ENST00000483330"
"3716","ENST00000274093"
"3717","ENST00000535610"
"3718","ENST00000488214"
"3719","ENST00000546762"
"3720","ENST00000551582"
"3721","ENST00000349213"
"3722","ENST00000452041"
"3723","ENST00000371144"
"3724","ENST00000357436"
"3725","ENST00000621786"
"3726","ENST00000457199"
"3727","ENST00000265428"
"3728","ENST00000567250"
"3729","ENST00000628881"
"3730","ENST00000323250"
"3731","ENST00000553289"
"3732","ENST00000265062"
"3733","ENST00000467951"
"3734","ENST00000349555"
"3735","ENST00000372530"
"3736","ENST00000370924"
"3737","ENST00000528599"
"3738","ENST00000539477"
"3739","ENST00000460371"
"3740","ENST00000633895"
"3741","ENST00000245539"
"3742","ENST00000367875"
"3743","ENST00000263713"
"3744","ENST00000473391"
"3745","ENST00000465093"
"3746","ENST00000300408"
"3747","ENST00000621543"
"3748","ENST00000295082"
"3749","ENST00000415851"
"3750","ENST00000489843"
"3751","ENST00000588605"
"3752","ENST00000374169"
"3753","ENST00000606812"
"3754","ENST00000531917"
"3755","ENST00000564525"
"3756","ENST00000430409"
"3757","ENST00000610726"
"3758","ENST00000478909"
"3759","ENST00000528402"
"3760","ENST00000322989"
"3761","ENST00000264452"
"3762","ENST00000396032"
"3763","ENST00000305533"
"3764","ENST00000369888"
"3765","ENST00000314666"
"3766","ENST00000475650"
"3767","ENST00000196061"
"3768","ENST00000577712"
"3769","ENST00000520318"
"3770","ENST00000581109"
"3771","ENST00000256062"
"3772","ENST00000558998"
"3773","ENST00000511249"
"3774","ENST00000323303"
"3775","ENST00000578758"
"3776","ENST00000589649"
"3777","ENST00000392872"
"3778","ENST00000611968"
"3779","ENST00000480073"
"3780","ENST00000611958"
"3781","ENST00000361036"
"3782","ENST00000612074"
"3783","ENST00000529701"
"3784","ENST00000581876"
"3785","ENST00000450114"
"3786","ENST00000405535"
"3787","ENST00000612785"
"3788","ENST00000578299"
"3789","ENST00000343304"
"3790","ENST00000530504"
"3791","ENST00000424576"
"3792","ENST00000306442"
"3793","ENST00000379612"
"3794","ENST00000444201"
"3795","ENST00000551983"
"3796","ENST00000538470"
"3797","ENST00000342018"
"3798","ENST00000430104"
"3799","ENST00000619228"
"3800","ENST00000468084"
"3801","ENST00000511809"
"3802","ENST00000264254"
"3803","ENST00000504233"
"3804","ENST00000375793"
"3805","ENST00000467876"
"3806","ENST00000380765"
"3807","ENST00000533749"
"3808","ENST00000611040"
"3809","ENST00000262428"
"3810","ENST00000372560"
"3811","ENST00000573345"
"3812","ENST00000452761"
"3813","ENST00000477813"
"3814","ENST00000618693"
"3815","ENST00000616317"
"3816","ENST00000517557"
"3817","ENST00000356487"
"3818","ENST00000576863"
"3819","ENST00000306167"
"3820","ENST00000242249"
"3821","ENST00000479201"
"3822","ENST00000302472"
"3823","ENST00000462092"
"3824","ENST00000295688"
"3825","ENST00000468460"
"3826","ENST00000520427"
"3827","ENST00000409751"
"3828","ENST00000245323"
"3829","ENST00000351231"
"3830","ENST00000240851"
"3831","ENST00000533360"
"3832","ENST00000265827"
"3833","ENST00000546930"
"3834","ENST00000572045"
"3835","ENST00000397721"
"3836","ENST00000447885"
"3837","ENST00000401419"
"3838","ENST00000498820"
"3839","ENST00000395849"
"3840","ENST00000198767"
"3841","ENST00000415453"
"3842","ENST00000215904"
"3843","ENST00000455407"
"3844","ENST00000550411"
"3845","ENST00000011684"
"3846","ENST00000542939"
"3847","ENST00000307126"
"3848","ENST00000612881"
"3849","ENST00000554625"
"3850","ENST00000421592"
"3851","ENST00000361722"
"3852","ENST00000552147"
"3853","ENST00000630287"
"3854","ENST00000526033"
"3855","ENST00000330154"
"3856","ENST00000292599"
"3857","ENST00000535432"
"3858","ENST00000528048"
"3859","ENST00000490151"
"3860","ENST00000536937"
"3861","ENST00000455361"
"3862","ENST00000318317"
"3863","ENST00000497935"
"3864","ENST00000265643"
"3865","ENST00000495196"
"3866","ENST00000555743"
"3867","ENST00000533969"
"3868","ENST00000412770"
"3869","ENST00000356713"
"3870","ENST00000409012"
"3871","ENST00000542726"
"3872","ENST00000496260"
"3873","ENST00000453428"
"3874","ENST00000568773"
"3875","ENST00000457254"
"3876","ENST00000168216"
"3877","ENST00000412124"
"3878","ENST00000449159"
"3879","ENST00000578426"
"3880","ENST00000249375"
"3881","ENST00000434819"
"3882","ENST00000495805"
"3883","ENST00000570499"
"3884","ENST00000417493"
"3885","ENST00000409374"
"3886","ENST00000493446"
"3887","ENST00000632634"
"3888","ENST00000429936"
"3889","ENST00000495700"
"3890","ENST00000421712"
"3891","ENST00000368684"
"3892","ENST00000396789"
"3893","ENST00000466480"
"3894","ENST00000547987"
"3895","ENST00000373539"
"3896","ENST00000400199"
"3897","ENST00000225430"
"3898","ENST00000330701"
"3899","ENST00000556825"
"3900","ENST00000560871"
"3901","ENST00000633941"
"3902","ENST00000417292"
"3903","ENST00000355485"
"3904","ENST00000457042"
"3905","ENST00000265293"
"3906","ENST00000482303"
"3907","ENST00000407674"
"3908","ENST00000378474"
"3909","ENST00000266754"
"3910","ENST00000515824"
"3911","ENST00000229955"
"3912","ENST00000567526"
"3913","ENST00000418824"
"3914","ENST00000174618"
"3915","ENST00000504789"
"3916","ENST00000547064"
"3917","ENST00000599395"
"3918","ENST00000464438"
"3919","ENST00000523131"
"3920","ENST00000575426"
"3921","ENST00000530513"
"3922","ENST00000524169"
"3923","ENST00000509918"
"3924","ENST00000557969"
"3925","ENST00000447117"
"3926","ENST00000497085"
"3927","ENST00000426673"
"3928","ENST00000583791"
"3929","ENST00000480010"
"3930","ENST00000433789"
"3931","ENST00000467554"
"3932","ENST00000613070"
"3933","ENST00000382848"
"3934","ENST00000570123"
"3935","ENST00000391967"
"3936","ENST00000444450"
"3937","ENST00000377012"
"3938","ENST00000358015"
"3939","ENST00000370050"
"3940","ENST00000535174"
"3941","ENST00000519156"
"3942","ENST00000215570"
"3943","ENST00000540159"
"3944","ENST00000255608"
"3945","ENST00000524951"
"3946","ENST00000378270"
"3947","ENST00000536981"
"3948","ENST00000374078"
"3949","ENST00000477108"
"3950","ENST00000526299"
"3951","ENST00000449470"
"3952","ENST00000581378"
"3953","ENST00000525870"
"3954","ENST00000286428"
"3955","ENST00000577840"
"3956","ENST00000264220"
"3957","ENST00000358907"
"3958","ENST00000398014"
"3959","ENST00000569760"
"3960","ENST00000553384"
"3961","ENST00000377707"
"3962","ENST00000596502"
"3963","ENST00000504005"
"3964","ENST00000520303"
"3965","ENST00000553325"
"3966","ENST00000488466"
"3967","ENST00000350249"
"3968","ENST00000448276"
"3969","ENST00000466421"
"3970","ENST00000259808"
"3971","ENST00000395842"
"3972","ENST00000270502"
"3973","ENST00000395748"
"3974","ENST00000518702"
"3975","ENST00000526293"
"3976","ENST00000413966"
"3977","ENST00000541078"
"3978","ENST00000488949"
"3979","ENST00000367537"
"3980","ENST00000443571"
"3981","ENST00000579618"
"3982","ENST00000373292"
"3983","ENST00000397417"
"3984","ENST00000540626"
"3985","ENST00000546267"
"3986","ENST00000409727"
"3987","ENST00000461911"
"3988","ENST00000526572"
"3989","ENST00000369251"
"3990","ENST00000422982"
"3991","ENST00000419497"
"3992","ENST00000492736"
"3993","ENST00000435135"
"3994","ENST00000543833"
"3995","ENST00000569461"
"3996","ENST00000528802"
"3997","ENST00000620174"
"3998","ENST00000417348"
"3999","ENST00000471232"
"4000","ENST00000420879"
"4001","ENST00000561505"
"4002","ENST00000536483"
"4003","ENST00000320683"
"4004","ENST00000612334"
"4005","ENST00000552080"
"4006","ENST00000301280"
"4007","ENST00000529994"
"4008","ENST00000409338"
"4009","ENST00000413258"
"4010","ENST00000536531"
"4011","ENST00000434795"
"4012","ENST00000534319"
"4013","ENST00000405515"
"4014","ENST00000633913"
"4015","ENST00000571198"
"4016","ENST00000600806"
"4017","ENST00000491546"
"4018","ENST00000495274"
"4019","ENST00000545228"
"4020","ENST00000584784"
"4021","ENST00000594527"
"4022","ENST00000340882"
"4023","ENST00000323274"
"4024","ENST00000369332"
"4025","ENST00000568209"
"4026","ENST00000549962"
"4027","ENST00000489455"
"4028","ENST00000476145"
"4029","ENST00000590633"
"4030","ENST00000321337"
"4031","ENST00000496704"
"4032","ENST00000309060"
"4033","ENST00000456247"
"4034","ENST00000522834"
"4035","ENST00000283646"
"4036","ENST00000372486"
"4037","ENST00000452853"
"4038","ENST00000310450"
"4039","ENST00000560737"
"4040","ENST00000484043"
"4041","ENST00000564910"
"4042","ENST00000396682"
