x
NM_080605
NM_001346116
NR_144369
NM_153339
NR_015434
NM_001170688
NM_001170686
NM_001170687
NM_080875
NR_033183
NR_146324
NM_001170689
NM_001282669
NM_001320132
NM_001320136
NM_004402
NR_104222
NR_135150
NR_135151
NR_135152
NR_103534
NM_001195563
NM_001349627
NR_146204
NM_001242701
NR_038934
NR_146202
NR_146203
NM_001349608
NM_001349609
NM_001349610
NM_001349612
NM_015215
NM_001105562
NM_006048
NM_001365951
NM_183416
NM_015074
NM_001365952
NM_001304451
NM_002631
NM_001304452
NM_007375
NR_135061
NR_135062
NR_135063
NM_015001
NR_027504
NM_001204082
NM_001204083
NR_033757
NR_033758
NM_001204088
NM_001204089
NM_001032363
NM_015207
NM_001256416
NM_001256417
NM_001330381
NM_032264
NR_046176
NR_033690
NR_033691
NM_020362
NM_001322854
NM_001322865
NM_001330409
NM_001322855
NM_001322856
NM_001322858
NM_001322859
NM_001322860
NM_001322861
NM_001322862
NM_001322863
NM_001322864
NM_001322866
NM_001322868
NR_136506
NR_136507
NR_136508
NM_020448
NM_001322857
NM_001303448
NM_001366565
NM_001366566
NM_001366567
NM_001366568
NM_001366569
NM_001366570
NM_001366571
NM_001366572
NM_001366573
NM_001366575
NM_001366576
NM_001366577
NM_001366578
NM_001366581
NM_001366582
NM_001366584
NM_001366585
NM_001366586
NM_001366587
NM_001366588
NM_001366589
NM_001366590
NM_001366591
NM_001366592
NM_001366593
NM_001366594
NM_001366595
NM_001366599
NM_001366600
NM_005839
NR_159378
NR_159379
NR_159380
NR_159382
NR_159383
NR_159384
NR_159385
NR_159386
NR_159387
NR_159388
NR_159389
NR_159391
NM_001303449
NM_001366596
NM_001366597
NM_001366598
NR_159390
NM_001282564
NM_018202
NM_001243564
NM_001243565
NM_001319959
NM_024887
NM_205861
NM_001143912
NM_001143913
NM_001143914
NM_001143915
NM_152660
NM_177424
NR_003109
NM_017846
NR_004407
NR_034182
NR_146732
NM_001271878
NR_073498
NR_073499
NM_006559
NM_001319677
NM_001319678
NM_001319679
NM_018056
NM_175852
NM_001135255
NM_005610
NM_001135256
NM_145238
NM_001289089
NM_001289090
NM_001289091
NM_001319955
NM_024772
NM_001350138
NM_001350139
NM_001350140
NM_005095
NM_017825
NR_135048
NM_022733
NM_001198978
NM_023070
NR_125440
NM_001905
NM_001355226
NM_001287506
NM_001287507
NM_001077447
NM_001287508
NM_001287509
NM_001287510
NM_001287511
NM_024664
NR_040733
NM_024097
NM_001017922
NM_015911
NM_001242739
NM_001255
NM_001270461
NM_001270462
NM_001270463
NM_001270464
NM_001270465
NM_001270466
NM_001350619
NM_001350620
NM_001350621
NM_001363573
NM_006279
NM_174963
NM_174964
NM_174965
NM_174966
NM_174967
NM_174968
NM_174969
NM_174970
NM_174971
NR_073016
NR_073017
NR_073018
NR_073019
NR_073020
NR_073021
NR_073023
NR_146867
NM_001270459
NM_001270460
NM_001145636
NM_016486
NM_001324320
NM_015112
NM_001319245
NM_016491
NM_001330602
NM_001350605
NM_001350610
NM_001350611
NM_001350612
NM_001350613
NM_001350614
NM_001350615
NM_001350616
NR_146810
NM_001134419
NM_003503
NM_001134420
NM_001164391
NM_001164392
NM_001164393
NM_007358
NR_034072
NM_001330669
NM_006513
NM_001350174
NM_001350175
NM_001350177
NM_153340
NM_001201545
NM_022768
NM_018704
NM_001142782
NM_152900
NR_125965
NR_104076
NR_104075
NR_125967
NR_125968
NR_004400
NR_004408
NR_004421
NR_004427
NR_004430
NM_001297673
NM_001297674
NM_015203
NM_001304764
NM_020832
NM_001304763
NM_001126337
NM_001301317
NM_020127
NR_146293
NR_146292
NM_001206612
NM_001244664
NM_001317077
NM_015607
NM_023015
NM_001324475
NM_001184892
NM_001184891
NM_201398
NM_025207
NM_001282379
NR_104150
NM_001256599
NM_001256600
NM_001282378
NR_046327
NM_025058
NM_001256601
NR_046329
NR_024117
NM_001199653
NM_001199654
NM_007221
NM_001199661
NM_001199662
NM_001199663
NM_001199664
NM_144627
NM_001304817
NM_001304818
NM_001304822
NM_001304823
NR_130913
NM_001304819
NM_001304821
NM_001304824
NM_001304825
NM_001304826
NM_001304820
NM_144772
NR_147618
NM_001319847
NM_001319848
NM_012475
NM_001014443
NM_001198786
NM_001365848
NM_001365849
NM_002697
NR_037163
NM_001349774
NM_001349778
NM_001017977
NM_001198956
NM_001198957
NM_001349773
NM_001349775
NM_001349776
NM_001349777
NM_001349779
NM_001349780
NM_018442
NR_146228
NR_146229
NR_146230
NM_014857
NR_158981
NM_001366445
NM_001366447
NM_001366446
NM_001366448
NR_158982
NM_001007214
NM_014412
NR_033302
NM_001357
NM_001257965
NM_001300952
NM_001170637
NM_015326
NR_026761
NM_006243
NM_020247
NM_001367909
NM_001367910
NM_001367911
NM_178549
NR_102302
NM_001323935
NR_136657
NM_001323931
NM_053052
NR_136655
NR_136656
NM_001323934
NM_001024226
NM_001658
NM_001024227
NM_001024228
NM_001010867
NM_001010984
NM_001261462
NM_032018
NM_030904
NR_120629
NR_135800
NM_001321783
NM_001321784
NM_001321785
NM_017782
NM_001258452
NM_001258453
NM_178150
NM_032905
NM_001145547
NM_001097590
NM_001265601
NM_006414
NM_183005
NM_020752
NM_001256410
NM_001256411
NM_001256412
NM_001256415
NM_021252
NR_046172
NM_001322438
NM_001322445
NM_001322434
NM_001322436
NM_001322439
NM_001322440
NM_001322442
NM_001322443
NM_001322444
NM_001322446
NM_001322447
NM_001322448
NM_001322450
NM_001322451
NM_001322452
NM_001322453
NM_012207
NM_021644
NM_001322437
NM_001322441
NM_001322449
NM_001282959
NM_001282960
NR_104262
NM_018237
NM_001242546
NM_001242547
NM_001242548
NR_038391
NR_038392
NM_001366791
NM_173473
NM_001256468
NM_001256469
NM_012330
NM_005729
NM_001284241
NM_001284240
NM_001351290
NM_001351292
NM_018999
NM_001256549
NR_046310
NM_032373
NM_001345993
NM_153226
NR_144335
NR_144336
NR_144337
NM_001134658
NM_002629
NM_001317079
NR_157572
NM_030971
NM_001256856
NM_003939
NM_033637
NM_001199378
NM_001199379
NM_004193
NM_001178133
NM_016169
NM_001350989
NR_146992
NM_178858
NM_001083913
NM_017649
NM_199077
NM_199076
NM_145247
NM_001002759
NM_004419
NR_027282
NM_078469
NM_016567
NM_078468
NM_001143758
NM_001143759
NM_030626
NM_001143757
NM_005539
NR_147607
NR_147608
NM_003475
NM_001143993
NM_001143994
NR_029409
NM_001242932
NM_001282656
NM_001282657
NM_003442
NM_001352669
NM_001330227
NM_001352661
NM_001352662
NM_001352663
NM_001352664
NM_001352665
NM_001352666
NM_001352667
NM_001352668
NM_005013
NM_001352670
NM_001352671
NM_001352672
NM_024092
NR_135084
NM_001012662
NM_001012664
NM_002394
NM_001265589
NM_001265590
NM_001265591
NM_006054
NM_201428
NM_201429
